"state_m","gender_m","city_m","OPEN_DT","empstat","age","p_churn"
"WA","F","Seatlle","26AUG2012","fulltime","          30","0.4817288171"
"CA","F","San Francisco","15DEC2012","fulltime","          51","0.1704429603"
"Nevada","F","Las Vegas","30MAR2013","fulltime","          30","0.3594041012"
"CA","M","San Jose","15SEP2013","fulltime","          45","0.1835663524"
"CA","M","San Francisco","25OCT2012","fulltime","          28","0.6960030038"
"CA","Female","Los Angeles","19FEB2013","fulltime","          28"," 0.089917338"
"Washington","M","Seattle","16JUL2012","fulltime","          34","0.7234086156"
"NV","F","Las Vegas","19SEP2013","fulltime","          39","0.0684404807"
"OR","F","PORTland","27DEC2012","other","          43","0.7807242022"
"OR","F","PORTland","05SEP2013","other","          56","0.4559664835"
"CA","Male","Los Angeles","30MAR2013","fulltime","          54","0.6742840566"
"AZ","M","Phoenix","24SEP2012","fulltime","          27","0.9937469419"
"Arizona","M","Tucson","05DEC2013","fulltime","          54","0.1841828787"
"AZ","M","Tucson","15NOV2013","fulltime","          38","0.4434882311"
"NV","M","Las Vegas","08DEC2013","fulltime","          29","0.5749567107"
"Arizona","F","Tucson","15NOV2013","fulltime","          38","0.4435022303"
"CA","F","San Diego","16APR2014","fulltime","          37","0.4417900287"
"CA","F","Los Angeles","10FEB2012","fulltime","          28","0.3118864984"
"CA","Woman","Los Angeles","22JAN2013","fulltime","          28","0.3290792435"
"CA","M","San Francisco","10NOV2013","fulltime","          33","0.3147816082"
"CA","F","San Jose","13JAN2014","fulltime","          33","0.7645882269"
"UT","F","provo","17APR2012","fulltime","          26","0.5971667541"
"UT","M","provo","04JAN2014","fulltime","          36","0.9585005529"
"Washington","M","Seattle","16MAY2014","fulltime","          36","0.7344913575"
"Arizona","M","Phoenix","10OCT2013","fulltime","          34","0.8279776107"
"CA","M","San Francisco","01JUN2012","fulltime","          36","0.3020394437"
"UT","M","provo","06SEP2012","fulltime","          56","0.7705250433"
"OR","F","PORTland","22MAY2014","other","          63","0.7754498151"
"UT","M","provo","29MAR2014","fulltime","          26","0.7541263861"
"CA","M","San Francisco","30MAR2013","fulltime","          32","0.8793624113"
"AZ","M","Phoenix","19JAN2014","fulltime","          39","0.1763779228"
"AZ","M","Phoenix","05MAR2012","fulltime","          43","0.0731833885"
"CA","F","San Jose","01JAN2012","fulltime","          29","0.4609974369"
"CA","M","San Francisco","05NOV2012","fulltime","          29","0.1670666291"
"CO","F","Denver","06SEP2012","parttime","          29","0.1064836006"
"Nevada","F","Las Vegas","04MAY2014","fulltime","          52","0.6574574875"
"WY","F","CHeyenne","18MAY2014","parttime","          29","0.6607239822"
"ID","M","BOISE","06SEP2012","fulltime","          29","0.8150140009"
"ID","F","BOISE","01MAY2012","fulltime","          28"," 0.434319074"
"CA","M","San Diego","07FEB2012","fulltime","          41","0.6175363854"
"CO","F","Denver","16JUL2012","parttime","          34","0.6231732818"
"WA","M","Seattle","28NOV2013","fulltime","          44","0.9336662688"
"Nevada","F","Las Vegas","14OCT2013","fulltime","          40","0.7071866983"
"CA","F","San Francisco","16MAY2013","fulltime","          35","0.2391944654"
"UT","F","provo","06DEC2012","fulltime","          34","0.3587255773"
"CA","Woman","Los Angeles","19FEB2013","fulltime","          58","0.7422889391"
"UT","F","provo","30MAR2013","fulltime","          37","0.8506936034"
"CA","M","Los Angeles","19FEB2013","fulltime","          42","0.4155679724"
"WY","M","CHeyenne","16APR2014","parttime","          55","0.9677816303"
"UT","M","provo","05OCT2013","fulltime","          32","0.5202086715"
"CA","M","San Francisco","17MAY2014","fulltime","          30","0.1912418065"
"AZ","M","Tucson","27DEC2012","parttime","          40","0.3185270332"
"ID","M","BOISE","15DEC2012","parttime","          32","0.3687416945"
"CA","F","San Diego","03APR2014","fulltime","          37","0.3508760097"
"CA","Male","Los Angeles","22JAN2013","fulltime","          29","0.9213234349"
"Arizona","M","Phoenix","07MAR2013","fulltime","          34","0.9918080457"
"CA","F","San Diego","06APR2014","fulltime","          35","0.6006394036"
"Washington","F","Seatlle","05NOV2012","fulltime","          29","0.0566523643"
"ID","M","BOISE","30MAR2013","parttime","          29","0.0094274641"
"CA","F","San Jose","16JUL2012","fulltime","          36","0.4417166167"
"AZ","M","Tucson","21FEB2012","parttime","          29","0.1004306139"
"CA","Female","Los Angeles","22JAN2013","fulltime","          29","0.0643928242"
"OR","M","PORTland","06MAY2014","other","          63","0.5811034942"
"ID","M","BOISE","10OCT2013","parttime","          37"," 0.787109773"
"CA","F","San Francisco","25AUG2012","fulltime","          55","0.8968353178"
"AZ","F","Tucson","05OCT2013","fulltime","          36","0.4955591371"
"CA","F","San Diego","28NOV2013","fulltime","          38","0.2840865661"
"CA","M","San Diego","18MAY2014","fulltime","          28","0.0254618512"
"CO","M","Denver","27OCT2013","parttime","          30","0.9420918342"
"CA","M","San Francisco","16MAY2014","fulltime","          36","0.9175532409"
"AZ","M","Phoenix","21MAY2014","fulltime","          28","0.9267986952"
"Washington","M","Seattle","25JUL2013","fulltime","          30"," 0.739771536"
"UT","M","provo","28AUG2012","fulltime","          34","0.0629804493"
"WY","M","CHeyenne","25NOV2013","parttime","          38","0.7594658838"
"CA","F","San Francisco","20MAR2013","fulltime","          42","0.5839531178"
"NV","M","Las Vegas","22MAY2014","fulltime","          36","0.1710823607"
"Arizona","M","Phoenix","06MAY2014","fulltime","          26","0.0946067702"
"CO","F","Denver","25AUG2012","fulltime","          34","0.9009230975"
"Washington","F","Seatlle","21NOV2012","fulltime","          43","0.2084909446"
"CA","M","San Jose","27DEC2012","fulltime","          35","0.4082469048"
"AZ","M","Tucson","12DEC2012","fulltime","          51"," 0.451722766"
"Arizona","M","Phoenix","30MAR2013","fulltime","          41","0.1284507728"
"CO","M","Denver","15JAN2012","parttime","          33","0.4583328862"
"CA","M","San Diego","18MAY2014","fulltime","          58","0.2718203735"
"Arizona","M","Phoenix","15MAR2012","other","          46","0.5237073402"
"Washington","F","Seatlle","21FEB2012","fulltime","          31","0.4021098504"
"WA","F","Seatlle","16JUL2012","fulltime","          57","0.6484439157"
"ID","M","BOISE","10JUN2013","parttime","          28","0.4157206721"
"WA","F","Seatlle","21FEB2012","fulltime","          36","0.4780222971"
"Arizona","M","Tucson","30MAR2013","parttime","          42","0.1884442736"
"CA","M","San Jose","01JUN2012","fulltime","          55","0.1916364707"
"ID","F","BOISE","10OCT2013","parttime","          37","0.7267958292"
"Wyoming","M","CHeyenne","06DEC2012","parttime","          28","0.7766571156"
"CA","Male","Los Angeles","19FEB2013","fulltime","          39","0.6976617988"
"CO","M","Denver","30MAR2013","parttime","          32","0.3017083766"
"CA","M","San Francisco","18JUL2012","fulltime","          46","0.9215681878"
"Washington","F","Seatlle","05SEP2013","fulltime","          39","0.2103777254"
"CA","F","San Francisco","16MAY2013","fulltime","          32","0.2875527122"
"CA","M","San Francisco","10JUL2013","fulltime","          38","0.8467734982"
"OR","M","PORTland","03APR2012","other","          61","0.1566950605"
"AZ","F","Tucson","12DEC2012","fulltime","          26","0.3370432287"
"CA","F","San Francisco","06JUL2013","fulltime","          28","0.9705659002"
"CA","F","San Diego","04DEC2012","fulltime","          30","0.0028117262"
"Arizona","M","Tucson","26JAN2012","fulltime","          26","0.1277076672"
"CO","F","Denver","09FEB2014","fulltime","          37"," 0.848617501"
"CO","F","Denver","06JUL2013","parttime","          44","0.5480374082"
"CA","Male","Los Angeles","19FEB2013","fulltime","          32","0.4310014958"
"AZ","F","Phoenix","30NOV2013","other","          42","0.8923019361"
"AZ","M","Tucson","04JAN2014","fulltime","          42","0.0530976542"
"ID","M","BOISE","15MAR2012","fulltime","          31","0.6950937005"
"CA","Female","Los Angeles","19FEB2013","fulltime","          29","0.1067575496"
"CA","F","San Jose","03APR2012","fulltime","          40","0.9341185931"
"AZ","F","Phoenix","08JUN2012","other","          27","0.9464112217"
"CA","Male","Los Angeles","19FEB2013","fulltime","          39","0.5893320677"
"CO","M","Denver","08OCT2012","parttime","          28","0.0726327096"
"UT","M","provo","15DEC2012","fulltime","          34","0.0880724858"
"OR","M","PORTland","30MAR2013","other","          29","0.8629824449"
"OR","M","PORTland","04JUN2013","other","          34","0.9782028454"
"Arizona","M","Phoenix","25OCT2012","fulltime","          45","0.9949475238"
"CA","F","Los Angeles","07MAR2013","fulltime","          28"," 0.286445486"
"NV","F","Las Vegas","15NOV2013","fulltime","          42","0.7558259078"
"Wyoming","M","CHeyenne","10NOV2013","parttime","          46","0.8059492203"
"CA","M","San Francisco","15NOV2013","fulltime","          35","0.2873808892"
"CA","M","San Francisco","01MAY2012","fulltime","          31","0.4531588622"
"WA","M","Seattle","04JUN2013","fulltime","          30","0.9677957306"
"CA","M","San Francisco","04DEC2012","fulltime","          35"," 0.195286783"
"CA","F","San Jose","05JAN2012","fulltime","          30","0.4771446965"
"CA","F","San Jose","05OCT2013","fulltime","          57","0.3612226352"
"CA","Male","Los Angeles","30MAR2013","fulltime","          26","0.5984745699"
"CA","M","San Jose","06APR2014","fulltime","          29","0.4381348875"
"WA","M","Seattle","19SEP2013","fulltime","          39","0.3823555202"
"CA","M","San Francisco","20JUN2013","fulltime","          30","0.0667841174"
"CA","M","San Francisco","30MAR2012","fulltime","          53"," 0.378201904"
"Wyoming","M","CHeyenne","10NOV2013","parttime","          31","0.7006601639"
"AZ","M","Phoenix","04AUG2013","other","          36","0.7433296455"
"OR","M","PORTland","16MAY2013","other","          27","0.1625506944"
"Nevada","M","Las Vegas","05OCT2013","fulltime","          32","0.7322468277"
"UT","M","provo","06JUL2013","fulltime","          34","0.1967728204"
"OR","F","PORTland","30MAR2013","other","          29","0.8665199372"
"Arizona","M","Phoenix","05MAR2012","fulltime","          53","0.9460019753"
"CA","Female","Los Angeles","30JUN2012","fulltime","          26","0.7733707338"
"UT","M","provo","08DEC2013","fulltime","          28","0.3027103596"
"WA","F","Seatlle","06SEP2012","fulltime","          45","0.3876885941"
"AZ","F","Phoenix","16APR2014","fulltime","          29","0.7851021801"
"CA","M","San Diego","08MAR2012","fulltime","          52"," 0.461936462"
"CO","F","Denver","16MAY2014","parttime","          42","0.5130206344"
"Washington","M","Seattle","11AUG2013","fulltime","          31","0.6348674221"
"UT","M","provo","30NOV2013","fulltime","          34","0.2470153343"
"NV","F","Las Vegas","05JAN2012","fulltime","          33"," 0.382944395"
"AZ","M","Phoenix","24SEP2012","other","          30","0.4882085572"
"NV","F","Las Vegas","08JUN2012","fulltime","          34","0.5136112871"
"Washington","M","Seattle","17APR2012","fulltime","          33","0.1956902874"
"WA","M","Seattle","16APR2014","fulltime","          43","0.0825723107"
"Washington","F","Seatlle","12APR2013","fulltime","          53","0.2233701466"
"ID","F","BOISE","11AUG2013","fulltime","          28","0.9431926412"
"Washington","M","Seattle","28MAR2014","fulltime","          28","0.3157955666"
"CA","M","San Diego","05APR2012","fulltime","          29","0.4980426852"
"Washington","F","Seatlle","04AUG2013","fulltime","          38","0.5216537917"
"Arizona","F","Tucson","16JUL2012","fulltime","          31","0.2953962289"
"AZ","F","Phoenix","29MAR2014","fulltime","          60","0.8223785427"
"CA","Male","Los Angeles","30MAR2013","fulltime","          32","0.6086530111"
"CO","M","Denver","10JUL2013","fulltime","          31","0.9204015489"
"Arizona","M","Phoenix","30MAR2013","fulltime","          55","0.1258904208"
"CA","M","San Jose","30MAR2013","fulltime","          36","0.4229872401"
"Wyoming","F","CHeyenne","08MAY2013","parttime","          26","0.6834689079"
"NV","F","Las Vegas","25OCT2012","fulltime","          32","0.0345170638"
"UT","M","provo","24SEP2012","fulltime","          37","0.7346930721"
"CA","M","San Diego","29MAR2014","fulltime","          35","0.4198060112"
"CO","F","Denver","03APR2014","parttime","          55","0.9560350501"
"WY","F","CHeyenne","15DEC2012","parttime","          27","0.7660586377"
"CA","M","San Diego","15JUN2012","fulltime","          58","0.0029871748"
"CA","M","San Diego","05SEP2013","fulltime","          35","0.6230250171"
"ID","M","BOISE","28NOV2013","fulltime","          31","0.3618312247"
"WY","F","CHeyenne","27OCT2013","parttime","          31","0.0277097365"
"WA","M","Seattle","08JUN2012","fulltime","          29","0.8534701522"
"OR","M","PORTland","06DEC2012","other","          28","  0.84159995"
"CA","F","San Francisco","04DEC2012","fulltime","          30","0.3713760364"
"CA","Man","Los Angeles","27OCT2013","fulltime","          29","0.0715733976"
"CA","Female","Los Angeles","19FEB2013","fulltime","          43","  0.21941838"
"OR","F","PORTland","04MAY2012","other","          31","0.9880973245"
"CA","M","San Francisco","16DEC2013","fulltime","          34","0.2716373397"
"AZ","M","Phoenix","05NOV2012","fulltime","          36","0.4547999252"
"CO","F","Denver","01MAY2012","parttime","          26","0.9806253905"
"UT","F","provo","01MAY2012","fulltime","          32","0.5042651307"
"AZ","M","Phoenix","17MAY2014","fulltime","          31","0.5120676702"
"OR","F","PORTland","15JUN2012","other","          53","0.9934480088"
"OR","M","PORTland","30NOV2013","other","          53","0.0629818007"
"CA","F","San Diego","18MAY2014","fulltime","          36","0.2364454028"
"Arizona","F","Tucson","15DEC2012","fulltime","          37","0.3867501916"
"Arizona","F","Tucson","05APR2012","parttime","          30","0.8091790512"
"NV","F","Las Vegas","05SEP2013","fulltime","          59","0.9327501538"
"CA","M","San Diego","05NOV2012","fulltime","          31","0.3059411902"
"Washington","M","Seattle","18MAY2014","fulltime","          34","0.8708202256"
"Arizona","M","Tucson","10OCT2013","fulltime","          45","0.8048382866"
"WY","F","CHeyenne","07FEB2012","parttime","          34","0.1981438651"
"Nevada","F","Las Vegas","25NOV2013","fulltime","          43"," 0.762760166"
"CA","M","Los Angeles","13SEP2012","fulltime","          43","0.3330254943"
"CA","M","San Diego","24SEP2012","fulltime","          28","0.5366032848"
"AZ","M","Phoenix","30JUN2012","other","          52","0.8448292389"
"Arizona","F","Tucson","07MAR2013","fulltime","          42","0.8281125588"
"CA","Female","Los Angeles","17APR2012","fulltime","          48"," 0.226742948"
"CA","F","San Jose","09FEB2014","fulltime","          26","0.2505593757"
"Wyoming","F","CHeyenne","05OCT2013","parttime","          28","0.8261994635"
"AZ","M","Phoenix","16APR2014","fulltime","          48","0.8160938308"
"ID","M","BOISE","04MAY2014","fulltime","          38","0.3269075571"
